,Unnamed: 0,job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size,experience_encoded,company_encoded,job_category,job_cat_encoded,job_clean,residence_category,region_encoded,map_category,map_encoded
175,175,Data Engineer,Senior-level,Full-time,On-site,2024,United States,165000,USD,165000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
176,176,Data Engineer,Senior-level,Full-time,On-site,2024,United States,137000,USD,137000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
177,177,Applied Scientist,Senior-level,Full-time,On-site,2024,United States,260000,USD,260000,United States,Large,3.0,0.0,Data Scientist,5,5,North America,5,North America,5
178,178,Applied Scientist,Senior-level,Full-time,On-site,2024,United States,136000,USD,136000,United States,Large,3.0,0.0,Data Scientist,5,5,North America,5,North America,5
179,179,Data Scientist,Senior-level,Full-time,On-site,2024,United States,296100,USD,296100,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
180,180,Data Scientist,Senior-level,Full-time,On-site,2024,United States,144500,USD,144500,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
181,181,Research Scientist,Senior-level,Full-time,On-site,2024,United States,278700,USD,278700,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
182,182,Research Scientist,Senior-level,Full-time,On-site,2024,United States,159300,USD,159300,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
183,183,Data Scientist,Senior-level,Full-time,Remote,2024,United States,206000,USD,206000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
184,184,Data Scientist,Senior-level,Full-time,Remote,2024,United States,140250,USD,140250,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
185,185,Analytics Engineer,Mid-level,Full-time,On-site,2024,United States,100000,USD,100000,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
186,186,Analytics Engineer,Mid-level,Full-time,On-site,2024,United States,75000,USD,75000,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
187,187,Data Lead,Senior-level,Full-time,On-site,2024,United States,180000,USD,180000,United States,Medium,3.0,1.0,Management,7,7,North America,5,North America,5
188,188,Data Lead,Senior-level,Full-time,On-site,2024,United States,140000,USD,140000,United States,Medium,3.0,1.0,Management,7,7,North America,5,North America,5
189,189,Data Analyst,Senior-level,Full-time,On-site,2024,United States,116800,USD,116800,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
190,190,Data Analyst,Senior-level,Full-time,On-site,2024,United States,87600,USD,87600,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
191,191,Data Scientist,Senior-level,Full-time,On-site,2024,United States,170000,USD,170000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
192,192,Data Scientist,Senior-level,Full-time,On-site,2024,United States,125000,USD,125000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
193,193,Data Architect,Senior-level,Full-time,On-site,2024,United States,283500,USD,283500,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
194,194,Data Architect,Senior-level,Full-time,On-site,2024,United States,149000,USD,149000,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
195,195,ML Engineer,Senior-level,Full-time,On-site,2024,United States,357900,USD,357900,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
196,196,ML Engineer,Senior-level,Full-time,On-site,2024,United States,189400,USD,189400,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
197,197,Data Scientist,Senior-level,Full-time,On-site,2024,United States,212000,USD,212000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
198,198,Data Scientist,Senior-level,Full-time,On-site,2024,United States,93400,USD,93400,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
199,199,Data Engineer,Senior-level,Full-time,On-site,2024,United States,128656,USD,128656,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
200,200,Data Engineer,Senior-level,Full-time,On-site,2024,United States,103330,USD,103330,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
201,201,Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,250900,USD,250900,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
202,202,Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,135200,USD,135200,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
203,203,Applied Scientist,Senior-level,Full-time,On-site,2024,United States,414000,USD,414000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
204,204,Applied Scientist,Senior-level,Full-time,On-site,2024,United States,216000,USD,216000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
205,205,Data Specialist,Mid-level,Full-time,On-site,2024,United States,69000,USD,69000,United States,Medium,2.0,1.0,Other,8,8,North America,5,North America,5
206,206,Data Specialist,Mid-level,Full-time,On-site,2024,United States,51000,USD,51000,United States,Medium,2.0,1.0,Other,8,8,North America,5,North America,5
207,207,Data Analyst,Senior-level,Full-time,On-site,2024,United States,109000,USD,109000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
208,208,Data Analyst,Senior-level,Full-time,On-site,2024,United States,62300,USD,62300,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
209,209,Analytics Engineer,Mid-level,Full-time,On-site,2024,United States,134160,USD,134160,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
210,210,Analytics Engineer,Mid-level,Full-time,On-site,2024,United States,72240,USD,72240,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
211,211,Data Analyst,Mid-level,Full-time,On-site,2024,United States,90500,USD,90500,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
212,212,Data Analyst,Mid-level,Full-time,On-site,2024,United States,42400,USD,42400,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
213,213,Data Architect,Senior-level,Full-time,On-site,2024,United States,381500,USD,381500,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
214,214,Data Architect,Senior-level,Full-time,On-site,2024,United States,202500,USD,202500,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
215,215,Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,257000,USD,257000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
216,216,Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,129000,USD,129000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
217,217,Data Analyst,Entry-level,Full-time,Remote,2024,United States,120000,USD,120000,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
218,218,Data Analyst,Entry-level,Full-time,Remote,2024,United States,100000,USD,100000,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
219,219,Data Analyst,Entry-level,Full-time,On-site,2024,United States,80000,USD,80000,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
220,220,Data Analyst,Entry-level,Full-time,On-site,2024,United States,45700,USD,45700,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
221,221,Data Science,Senior-level,Full-time,On-site,2024,United States,138000,USD,138000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
222,222,Data Science,Senior-level,Full-time,On-site,2024,United States,86000,USD,86000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
223,223,Data Science,Senior-level,Full-time,On-site,2024,United States,152000,USD,152000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
224,224,Data Science,Senior-level,Full-time,On-site,2024,United States,133200,USD,133200,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
225,225,Data Analyst,Senior-level,Full-time,On-site,2024,United States,135000,USD,135000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
226,226,Data Analyst,Senior-level,Full-time,On-site,2024,United States,120000,USD,120000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
227,227,Data Engineer,Senior-level,Full-time,On-site,2024,United States,175000,USD,175000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
228,228,Data Engineer,Senior-level,Full-time,On-site,2024,United States,150000,USD,150000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
229,229,Data Developer,Mid-level,Full-time,On-site,2024,United States,100000,USD,100000,United States,Medium,2.0,1.0,Other,8,8,North America,5,North America,5
230,230,Data Developer,Mid-level,Full-time,On-site,2024,United States,95000,USD,95000,United States,Medium,2.0,1.0,Other,8,8,North America,5,North America,5
231,231,Data Analyst,Senior-level,Full-time,Remote,2024,United States,134200,USD,134200,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
232,232,Data Analyst,Senior-level,Full-time,Remote,2024,United States,117000,USD,117000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
233,233,Research Scientist,Mid-level,Full-time,On-site,2024,United States,179000,USD,179000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
234,234,Research Scientist,Mid-level,Full-time,On-site,2024,United States,112000,USD,112000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
235,235,Data Architect,Senior-level,Full-time,On-site,2024,United States,234000,USD,234000,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
236,236,Data Architect,Senior-level,Full-time,On-site,2024,United States,146000,USD,146000,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
237,237,Data Analyst,Entry-level,Full-time,Remote,2024,United States,75065,USD,75065,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
238,238,Data Analyst,Entry-level,Full-time,Remote,2024,United States,41419,USD,41419,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
239,239,Data Engineer,Mid-level,Full-time,On-site,2024,United States,107800,USD,107800,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
240,240,Data Engineer,Mid-level,Full-time,On-site,2024,United States,61600,USD,61600,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
241,241,ML Engineer,Senior-level,Full-time,On-site,2024,United States,324000,USD,324000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
242,242,ML Engineer,Senior-level,Full-time,On-site,2024,United States,159000,USD,159000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
243,243,Data Analyst,Entry-level,Full-time,Remote,2024,United States,80000,USD,80000,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
244,244,Data Analyst,Entry-level,Full-time,Remote,2024,United States,75000,USD,75000,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
245,245,Research Scientist,Senior-level,Full-time,On-site,2024,United States,179000,USD,179000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
246,246,Research Scientist,Senior-level,Full-time,On-site,2024,United States,112000,USD,112000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
247,247,Data Engineer,Senior-level,Full-time,On-site,2024,United States,247300,USD,247300,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
248,248,Data Engineer,Senior-level,Full-time,On-site,2024,United States,139700,USD,139700,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
249,249,Data Analyst,Entry-level,Full-time,On-site,2024,United States,93000,USD,93000,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
250,250,Data Analyst,Entry-level,Full-time,On-site,2024,United States,65750,USD,65750,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
251,251,Research Scientist,Senior-level,Full-time,On-site,2024,United States,234000,USD,234000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
252,252,Research Scientist,Senior-level,Full-time,On-site,2024,United States,146000,USD,146000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
253,253,Data Engineer,Mid-level,Full-time,On-site,2024,United States,130000,USD,130000,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
254,254,Data Engineer,Mid-level,Full-time,On-site,2024,United States,90800,USD,90800,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
255,255,Data Engineer,Mid-level,Full-time,On-site,2024,United States,166000,USD,166000,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
256,256,Data Engineer,Mid-level,Full-time,On-site,2024,United States,73100,USD,73100,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
257,257,Data Scientist,Mid-level,Full-time,On-site,2024,United States,166000,USD,166000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
258,258,Data Scientist,Mid-level,Full-time,On-site,2024,United States,73100,USD,73100,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
259,259,Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,186754,USD,186754,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
260,260,Machine Learning Engineer,Senior-level,Full-time,On-site,2024,United States,101000,USD,101000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
